2018-01-20 13:21:48.000000 UTC,MEDIC
2018-01-20 13:21:48.000000 UTC,ENGINE
2018-01-19 09:09:06.000000 UTC,ENGINE
2018-01-19 09:09:06.000000 UTC,SUPPORT
2018-01-14 13:50:17.000000 UTC,MEDIC
2018-01-14 14:29:43.000000 UTC,MEDIC
2018-01-14 14:29:43.000000 UTC,ENGINE
2018-01-14 14:29:43.000000 UTC,SUPPORT
2018-01-23 18:49:49.000000 UTC,TRUCK
2018-01-23 18:49:49.000000 UTC,MEDIC
2018-01-18 08:31:22.000000 UTC,ENGINE
2018-01-18 08:31:22.000000 UTC,MEDIC
2018-01-17 11:51:12.000000 UTC,ENGINE
2018-01-17 11:51:12.000000 UTC,CHIEF
2018-01-17 11:51:12.000000 UTC,TRUCK
2018-01-22 10:31:32.000000 UTC,TRUCK
2018-01-19 10:04:06.000000 UTC,CHIEF
2018-01-19 10:04:06.000000 UTC,ENGINE
2018-01-19 10:04:06.000000 UTC,TRUCK
2018-01-15 17:07:19.000000 UTC,ENGINE
2018-01-13 10:30:15.000000 UTC,MEDIC
2018-01-13 10:30:15.000000 UTC,ENGINE
2018-01-20 23:02:00.000000 UTC,MEDIC
2018-01-24 10:53:28.000000 UTC,ENGINE
2018-01-24 10:53:28.000000 UTC,MEDIC
2018-01-21 21:01:30.000000 UTC,ENGINE
2018-01-21 21:01:30.000000 UTC,MEDIC
2018-01-22 22:12:20.000000 UTC,ENGINE
2018-01-22 22:12:20.000000 UTC,PRIVATE
2018-01-19 14:27:01.000000 UTC,MEDIC
2018-01-16 19:30:42.000000 UTC,MEDIC
2018-01-20 16:21:34.000000 UTC,ENGINE
2018-01-23 03:03:10.000000 UTC,ENGINE
2018-01-23 03:03:10.000000 UTC,PRIVATE
2018-01-21 14:31:35.000000 UTC,SUPPORT
2018-01-21 14:31:35.000000 UTC,MEDIC
2018-01-21 14:31:35.000000 UTC,ENGINE
2018-01-15 22:07:32.000000 UTC,ENGINE
2018-01-15 22:07:32.000000 UTC,MEDIC
2018-01-24 11:20:32.000000 UTC,MEDIC
2018-01-24 11:20:32.000000 UTC,ENGINE
2018-01-13 19:19:40.000000 UTC,ENGINE
2018-01-19 22:36:12.000000 UTC,ENGINE
2018-01-19 22:36:12.000000 UTC,CHIEF
2018-01-19 22:36:12.000000 UTC,TRUCK
2018-01-17 02:59:59.000000 UTC,MEDIC
2018-01-17 02:59:59.000000 UTC,MEDIC
2018-01-24 01:18:28.000000 UTC,RESCUE-CAPTAIN
2018-01-24 01:18:28.000000 UTC,ENGINE
2018-01-24 01:18:28.000000 UTC,MEDIC
2018-01-23 15:07:55.000000 UTC,ENGINE
2018-01-23 15:07:55.000000 UTC,RESCUE-CAPTAIN
2018-01-23 15:07:55.000000 UTC,ENGINE
2018-01-23 15:07:55.000000 UTC,PRIVATE
2018-01-23 18:52:27.000000 UTC,ENGINE
2018-01-16 20:13:19.000000 UTC,ENGINE
2018-01-17 12:11:54.000000 UTC,ENGINE
2018-01-15 21:51:29.000000 UTC,MEDIC
2018-01-23 14:33:29.000000 UTC,PRIVATE
2018-01-23 14:33:29.000000 UTC,ENGINE
2018-01-19 14:47:03.000000 UTC,PRIVATE
2018-01-19 14:47:03.000000 UTC,ENGINE
2018-01-19 07:13:20.000000 UTC,MEDIC
2018-01-14 02:14:06.000000 UTC,ENGINE
2018-01-14 02:14:06.000000 UTC,TRUCK
2018-01-14 02:14:06.000000 UTC,ENGINE
2018-01-19 18:19:26.000000 UTC,MEDIC
2018-01-19 18:19:26.000000 UTC,ENGINE
2018-01-19 18:19:26.000000 UTC,ENGINE
2018-01-18 12:12:38.000000 UTC,MEDIC
2018-01-15 14:56:19.000000 UTC,PRIVATE
2018-01-14 14:09:15.000000 UTC,ENGINE
2018-01-14 14:09:15.000000 UTC,PRIVATE
2018-01-19 21:49:23.000000 UTC,CHIEF
2018-01-19 21:49:23.000000 UTC,MEDIC
2018-01-19 21:49:23.000000 UTC,RESCUE-CAPTAIN
2018-01-19 21:49:23.000000 UTC,ENGINE
2018-01-20 01:39:33.000000 UTC,PRIVATE
2018-01-23 09:52:20.000000 UTC,PRIVATE
2018-01-23 09:52:20.000000 UTC,ENGINE
2018-01-13 18:00:17.000000 UTC,PRIVATE
2018-01-14 22:08:13.000000 UTC,ENGINE
2018-01-19 21:39:31.000000 UTC,PRIVATE
2018-01-19 21:39:31.000000 UTC,ENGINE
2018-01-13 19:52:32.000000 UTC,ENGINE
2018-01-13 19:52:32.000000 UTC,MEDIC
2018-01-22 16:40:57.000000 UTC,MEDIC
2018-01-14 15:42:44.000000 UTC,ENGINE
2018-01-14 13:32:15.000000 UTC,MEDIC
2018-01-14 15:25:58.000000 UTC,ENGINE
2018-01-14 15:25:58.000000 UTC,PRIVATE
2018-01-20 17:07:49.000000 UTC,MEDIC
2018-01-17 16:54:35.000000 UTC,MEDIC
2018-01-17 16:54:35.000000 UTC,ENGINE
2018-01-17 05:50:09.000000 UTC,PRIVATE
2018-01-15 20:49:35.000000 UTC,PRIVATE
